所屬店家,飲料名稱,描述,奶類,小杯,小杯價格,中杯,中杯價格,大杯,大杯價格,茶類,配料,飲料名稱
日日裝茶 - 中正南門店(線上訂購95折）,鐵觀音醇奶茶,,奶精,無,,無,,有,60,鐵觀音,無,鐵觀音醇奶茶
日日裝茶 - 中正南門店(線上訂購95折）,鮮奶紅茶,,鮮奶,無,,無,,有,65,紅茶,無,鮮奶紅茶
日日裝茶 - 中正南門店(線上訂購95折）,鮮奶綠茶,,鮮奶,無,,無,,有,65,綠茶,無,鮮奶綠茶
日日裝茶 - 中正南門店(線上訂購95折）,鮮奶春茶,,鮮奶,無,,無,,有,65,四季春,無,鮮奶春茶
日日裝茶 - 中正南門店(線上訂購95折）,鹿谷蜜香鮮奶茶,,鮮奶,無,,無,,有,70,紅茶,無,鹿谷蜜香鮮奶茶
日日裝茶 - 中正南門店(線上訂購95折）,霸王烏龍鮮奶茶,,鮮奶,無,,無,,有,70,烏龍茶,無,霸王烏龍鮮奶茶
日日裝茶 - 中正南門店(線上訂購95折）,鐵觀音鮮奶茶,,鮮奶,無,,無,,有,70,鐵觀音,無,鐵觀音鮮奶茶
天下佈武日月潭紅茶,鮮奶紅茶,,鮮奶,無,,無,,有,50,紅茶,無,鮮奶紅茶
天下佈武日月潭紅茶,蘋果牛奶紅茶,,鮮奶,無,,無,,有,70,紅茶,無,蘋果牛奶紅茶
天下佈武日月潭紅茶,鮮奶綠茶,,鮮奶,無,,無,,有,50,綠茶,無,鮮奶綠茶
天下佈武日月潭紅茶,鮮奶烏龍茶,,鮮奶,無,,無,,有,50,烏龍茶,無,鮮奶烏龍茶
麻古茶坊台北古亭店,蜜桃奶茶,,奶精,無,,無,,有,65,紅茶,無,蜜桃奶茶
麻古茶坊台北古亭店,錫蘭奶茶,,奶精,無,,無,,有,55,紅茶,無,錫蘭奶茶
麻古茶坊台北古亭店,波霸奶茶,,奶精,無,,無,,有,55,紅茶,有,波霸奶茶
麻古茶坊台北古亭店,仙草凍奶茶,,奶精,無,,無,,有,55,紅茶,有,仙草凍奶茶
麻古茶坊台北古亭店,玫瑰奶茶,,奶精,無,,無,,有,65,紅茶,無,玫瑰奶茶
麻古茶坊台北古亭店,紅茶拿鐵,,鮮奶,無,,無,,有,70,紅茶,無,紅茶拿鐵
麻古茶坊台北古亭店,波霸紅茶拿鐵,,鮮奶,無,,無,,有,70,紅茶,有,波霸紅茶拿鐵
麻古茶坊台北古亭店,仙草凍紅茶拿鐵,,鮮奶,無,,無,,有,70,紅茶,有,仙草凍紅茶拿鐵
麻古茶坊台北古亭店,玫瑰紅茶拿鐵,,鮮奶,無,,無,,有,75,紅茶,無,玫瑰紅茶拿鐵
麗采蝶茶館,黑糖珍珠莊園茶歐蕾,,鮮奶,無,,有,60,有,75,紅茶,有,黑糖珍珠莊園茶歐蕾
麗采蝶茶館,仲夏鮮奶茶,,鮮奶,無,,有,50,有,65,紅茶,無,仲夏鮮奶茶
麗采蝶茶館,蜂蜜清奶茶,,鮮奶,無,,有,60,有,75,紅茶,無,蜂蜜清奶茶
麗采蝶茶館,鍋煮濃厚茶歐蕾,,鮮奶,無,,有,60,有,75,紅茶,無,鍋煮濃厚茶歐蕾
麗采蝶茶館,黑糖薑汁鮮奶茶,,鮮奶,無,,有,60,有,75,紅茶,無,黑糖薑汁鮮奶茶
麗采蝶茶館,仲夏鮮奶茶+蜂蜜冰磚,,鮮奶,無,,有,95,有,120,紅茶,有,仲夏鮮奶茶+蜂蜜冰磚
麗采蝶茶館,高山清奶茶+蜂蜜冰磚,,鮮奶,無,,有,95,有,120,紅茶,有,高山清奶茶+蜂蜜冰磚
麗采蝶茶館,大吉嶺香檳春奶茶+蜂蜜冰磚,,鮮奶,無,,有,95,有,120,紅茶,有,大吉嶺香檳春奶茶+蜂蜜冰磚
麗采蝶茶館,大吉嶺麝香夏奶茶+蜂蜜冰磚,,鮮奶,無,,有,95,有,120,紅茶,有,大吉嶺麝香夏奶茶+蜂蜜冰磚
麗采蝶茶館,大吉嶺香檳春奶茶,,鮮奶,無,,有,60,有,75,紅茶,無,大吉嶺香檳春奶茶
麗采蝶茶館,大吉嶺麝香夏奶茶,,鮮奶,無,,有,60,有,75,紅茶,無,大吉嶺麝香夏奶茶
麗采蝶茶館,普羅旺斯微風(薰衣草),,鮮奶,無,,有,75,有,90,紅茶,無,普羅旺斯微風(薰衣草)
麗采蝶茶館,摩洛哥風情(玫瑰),,鮮奶,無,,有,75,有,90,紅茶,無,摩洛哥風情(玫瑰)
麗采蝶茶館,金秋桂花春茶拿鐵,,鮮奶,無,,有,75,有,90,其他,無,金秋桂花春茶拿鐵
麗采蝶茶館,柴燒黑糖紅茶拿鐵,,鮮奶,無,,有,65,有,80,紅茶,無,柴燒黑糖紅茶拿鐵
麗采蝶茶館,經典煙燻小種紅茶拿鐵,,鮮奶,無,,有,95,無,,紅茶,無,經典煙燻小種紅茶拿鐵
麗采蝶茶館,黃金烏巴紅茶拿鐵,,鮮奶,無,,有,95,無,,紅茶,無,黃金烏巴紅茶拿鐵
麗采蝶茶館,經典香草紅茶拿鐵,,鮮奶,無,,有,95,無,,紅茶,無,經典香草紅茶拿鐵
麗采蝶茶館,大吉嶺.煙燻小種紅 | 鍋煮鮮奶茶,,鮮奶,無,,有,130,無,,紅茶,無,大吉嶺.煙燻小種紅 | 鍋煮鮮奶茶
麗采蝶茶館,錫蘭.黃金烏巴 | 鍋煮鮮奶茶,,鮮奶,無,,有,130,無,,紅茶,無,錫蘭.黃金烏巴 | 鍋煮鮮奶茶
麗采蝶茶館,錫蘭.頂級汀普拉 | 鍋煮鮮奶茶,,鮮奶,無,,有,130,無,,紅茶,無,錫蘭.頂級汀普拉 | 鍋煮鮮奶茶
麗采蝶茶館,日月潭紅玉 | 鍋煮鮮奶茶,,鮮奶,無,,有,130,無,,紅茶,無,日月潭紅玉 | 鍋煮鮮奶茶
麗采蝶茶館,冬季限定 | 印度香料鍋煮鮮奶茶,,鮮奶,無,,有,180,無,,紅茶,無,冬季限定 | 印度香料鍋煮鮮奶茶
喫茶趣ToGo(信義店),珍珠奶茶,,奶精,無,,有,50,有,60,紅茶,有,珍珠奶茶
喫茶趣ToGo(信義店),珍珠奶綠,,奶精,無,,有,50,有,60,綠茶,有,珍珠奶綠
喫茶趣ToGo(信義店),茉香奶綠,,奶精,無,,有,50,有,60,綠茶,無,茉香奶綠
喫茶趣ToGo(信義店),金香奶茶,,奶精,無,,有,50,有,60,紅茶,無,金香奶茶
喫茶趣ToGo(信義店),四季烏龍奶茶,,奶精,無,,有,60,有,70,烏龍茶,無,四季烏龍奶茶
喫茶趣ToGo(信義店),913奶茶,,奶精,無,,有,70,有,80,紅茶,無,913奶茶
喫茶趣ToGo(信義店),普洱奶茶,,奶精,無,,有,70,有,80,紅茶,無,普洱奶茶
喫茶趣ToGo(信義店),炟客奶茶,,奶精,無,,有,70,有,80,紅茶,無,炟客奶茶
喫茶趣ToGo(信義店),香芋奶綠,,奶精,無,,有,70,有,90,綠茶,有,香芋奶綠
喫茶趣ToGo(信義店),抹茶冰淇淋奶綠,,奶精,無,,有,90,無,,抹茶,有,抹茶冰淇淋奶綠
喫茶趣ToGo(信義店),抹茶奶綠,,奶精,無,,有,60,無,,抹茶,無,抹茶奶綠
喫茶趣ToGo(信義店),珍珠鮮奶茶,,鮮奶,無,,有,70,有,90,紅茶,有,珍珠鮮奶茶
喫茶趣ToGo(信義店),珍珠鮮奶綠,,鮮奶,無,,有,70,有,90,綠茶,有,珍珠鮮奶綠
喫茶趣ToGo(信義店),鮮奶茶,,鮮奶,無,,有,70,有,90,紅茶,無,鮮奶茶
喫茶趣ToGo(信義店),鮮奶綠,,鮮奶,無,,有,70,有,90,綠茶,無,鮮奶綠
喫茶趣ToGo(信義店),黑鑽鮮奶茶,,鮮奶,無,,有,75,有,95,紅茶,無,黑鑽鮮奶茶
喫茶趣ToGo(信義店),四季烏龍鮮奶茶,,鮮奶,無,,有,80,有,100,烏龍茶,無,四季烏龍鮮奶茶
喫茶趣ToGo(信義店),913鮮奶茶,,鮮奶,無,,有,90,有,110,紅茶,無,913鮮奶茶
喫茶趣ToGo(信義店),香芋鮮奶綠,,鮮奶,無,,有,90,有,110,綠茶,有,香芋鮮奶綠
喫茶趣ToGo(信義店),普洱拿鐵,,鮮奶,無,,有,90,有,110,紅茶,無,普洱拿鐵
喫茶趣ToGo(信義店),炟客拿鐵,,鮮奶,無,,有,90,有,110,紅茶,無,炟客拿鐵
北極熊抱,招牌熊粉鮮奶茶,,鮮奶,無,,有,70,有,75,紅茶,有,招牌熊粉鮮奶茶
北極熊抱,招牌深受喜愛麥香奶茶,,鮮奶,無,,有,65,有,70,麥茶,無,招牌深受喜愛麥香奶茶
北極熊抱,英式經典伯爵奶茶,,鮮奶,無,,有,65,有,70,紅茶,無,英式經典伯爵奶茶
北極熊抱,熊熊紅茶拿鐵,,鮮奶,無,,有,60,有,65,紅茶,無,熊熊紅茶拿鐵
北極熊抱,台灣的烏龍奶茶王,,鮮奶,無,,有,65,有,70,烏龍茶,無,台灣的烏龍奶茶王
北極熊抱,顆粒紅豆奶茶,,鮮奶,無,,無,,有,80,紅茶,有,顆粒紅豆奶茶
北極熊抱,小熊布丁奶茶,,鮮奶,無,,無,,有,80,紅茶,有,小熊布丁奶茶
北極熊抱,Q彈蒟蒻奶茶,,鮮奶,無,,無,,有,75,紅茶,有,Q彈蒟蒻奶茶
北極熊抱,熊熊黑糖拿鐵,,鮮奶,無,,有,75,無,,紅茶,無,熊熊黑糖拿鐵
薈上飲,珍珠奶茶,,奶精,無,,無,,有,55,紅茶,有,珍珠奶茶
薈上飲,皇家奶茶,,奶精,無,,無,,有,50,紅茶,無,皇家奶茶
薈上飲,茉香奶茶,,奶精,無,,無,,有,50,茉莉花茶,無,茉香奶茶
薈上飲,高山青奶茶,,奶精,無,,無,,有,50,青茶,無,高山青奶茶
薈上飲,炭燒奶茶,,奶精,無,,無,,有,50,紅茶,無,炭燒奶茶
薈上飲,仙草奶茶,,奶精,無,,無,,有,55,紅茶,有,仙草奶茶
薈上飲,黑磚奶茶,,奶精,無,,無,,有,55,紅茶,無,黑磚奶茶
薈上飲,椰果奶綠,,奶精,無,,無,,有,55,綠茶,有,椰果奶綠
薈上飲,抹茶奶綠,,奶精,無,,無,,有,55,抹茶,無,抹茶奶綠
薈上飲,巧克力奶茶,,奶精,無,,無,,有,55,其他,無,巧克力奶茶
薈上飲,薄荷奶茶,,奶精,無,,無,,有,55,紅茶,無,薄荷奶茶
薈上飲,珍珠鮮奶茶,,鮮奶,無,,有,55,有,65,紅茶,有,珍珠鮮奶茶
薈上飲,珍珠鮮奶烏龍,,鮮奶,無,,有,55,有,65,烏龍茶,有,珍珠鮮奶烏龍
薈上飲,拿鐵紅茶,,鮮奶,無,,有,50,有,50,紅茶,無,拿鐵紅茶
薈上飲,特濃鮮奶茶,,鮮奶,無,,有,55,有,65,紅茶,無,特濃鮮奶茶
薈上飲,拿鐵烏龍,,鮮奶,無,,有,50,有,50,烏龍茶,無,拿鐵烏龍
薈上飲,黑糖鮮奶茶,,鮮奶,無,,有,55,有,65,紅茶,無,黑糖鮮奶茶
薈上飲,抹茶拿鐵,,鮮奶,無,,有,55,有,65,抹茶,無,抹茶拿鐵
牧方MooCubed x 師大,牧方麥茶拿鐵,,鮮奶,無,,有,55,有,65,麥茶,無,牧方麥茶拿鐵
牧方MooCubed x 師大,蕎麥拿鐵,,鮮奶,無,,有,60,有,75,麥茶,無,蕎麥拿鐵
牧方MooCubed x 師大,未知數拿鐵,,鮮奶,無,,有,55,有,65,其他,無,未知數拿鐵
牧方MooCubed x 師大,勒內紅茶拿鐵,,鮮奶,無,,有,55,有,65,紅茶,無,勒內紅茶拿鐵
牧方MooCubed x 師大,愛達伯爵拿鐵,,鮮奶,無,,有,55,有,65,紅茶,無,愛達伯爵拿鐵
牧方MooCubed x 師大,牧方烏龍拿鐵,,鮮奶,無,,有,55,有,65,烏龍茶,無,牧方烏龍拿鐵
牧方MooCubed x 師大,艾薩克綠茶拿鐵,,鮮奶,無,,有,55,有,65,綠茶,無,艾薩克綠茶拿鐵
50嵐 公館店,奶茶,,奶精,無,,有,50,有,60,紅茶,無,奶茶
50嵐 公館店,奶綠,,奶精,無,,有,50,有,60,綠茶,無,奶綠
50嵐 公館店,紅茶瑪奇朵,,奶精,無,,有,50,有,60,紅茶,無,紅茶瑪奇朵
50嵐 公館店,烏龍瑪奇朵,,奶精,無,,有,50,有,60,烏龍茶,無,烏龍瑪奇朵
50嵐 公館店,四季奶青,,奶精,無,,有,50,有,60,烏龍茶,無,四季奶青
50嵐 公館店,黃金烏龍奶茶,,奶精,無,,有,50,有,60,烏龍茶,無,黃金烏龍奶茶
50嵐 公館店,紅茶拿鐵,,鮮奶,無,,有,60,有,75,紅茶,無,紅茶拿鐵
50嵐 公館店,綠茶拿鐵,,鮮奶,無,,有,60,有,75,綠茶,無,綠茶拿鐵
50嵐 公館店,黃金烏龍拿鐵,,鮮奶,無,,有,60,有,75,烏龍茶,無,黃金烏龍拿鐵
50嵐 公館店,阿華田拿鐵,,鮮奶,無,,有,60,有,75,其他,無,阿華田拿鐵
50嵐 公館店,重焙烏龍拿鐵,,鮮奶,無,,有,60,有,75,烏龍茶,無,重焙烏龍拿鐵
龜記茗品 公館店,極品奶茶,,奶精,無,,無,,有,55,紅茶,無,極品奶茶
龜記茗品 公館店,翡翠奶茶,,奶精,無,,無,,有,55,綠茶,無,翡翠奶茶
龜記茗品 公館店,茶王奶茶,,奶精,無,,無,,有,60,紅茶,無,茶王奶茶
龜記茗品 公館店,碎銀普洱奶茶,,奶精,無,,無,,有,60,普洱茶,無,碎銀普洱奶茶
龜記茗品 公館店,珍珠奶茶,,奶精,無,,無,,有,65,紅茶,有,珍珠奶茶
龜記茗品 公館店,蜂蜜奶茶,,奶精,無,,無,,有,65,紅茶,無,蜂蜜奶茶
龜記茗品 公館店,極品鮮乳茶,,鮮奶,無,,無,,有,70,紅茶,無,極品鮮乳茶
龜記茗品 公館店,翡翠鮮乳茶,,鮮奶,無,,無,,有,70,綠茶,無,翡翠鮮乳茶
龜記茗品 公館店,龜記濃乳茶,,鮮奶,無,,無,,有,70,紅茶,無,龜記濃乳茶
龜記茗品 公館店,茶王鮮乳茶,,鮮奶,無,,無,,有,75,紅茶,無,茶王鮮乳茶
龜記茗品 公館店,碎銀普洱鮮乳茶,,鮮奶,無,,無,,有,75,普洱茶,無,碎銀普洱鮮乳茶
大茗本位製茶堂-台北公館店,玉露奶青,,奶精,無,,無,,有,60,青茶,無,玉露奶青
大茗本位製茶堂-台北公館店,桂花奶青,,奶精,無,,無,,有,60,青茶,無,桂花奶青
大茗本位製茶堂-台北公館店,懷舊經典奶茶,,奶精,無,,無,,有,55,紅茶,無,懷舊經典奶茶
大茗本位製茶堂-台北公館店,翡翠奶綠,,奶精,無,,無,,有,55,綠茶,無,翡翠奶綠
大茗本位製茶堂-台北公館店,鐵觀音奶茶,,奶精,無,,無,,有,55,鐵觀音,無,鐵觀音奶茶
大茗本位製茶堂-台北公館店,熟成蕎麥奶茶,,奶精,無,,無,,有,60,麥茶,無,熟成蕎麥奶茶
大茗本位製茶堂-台北公館店,珍珠奶茶,,奶精,無,,無,,有,60,紅茶,有,珍珠奶茶
大茗本位製茶堂-台北公館店,烤糖蕎麥凍奶青,,奶精,無,,無,,有,69,青茶,有,烤糖蕎麥凍奶青
大茗本位製茶堂-台北公館店,咖啡粉粿蕎麥奶,,奶精,無,,無,,有,69,麥茶,有,咖啡粉粿蕎麥奶
大茗本位製茶堂-台北公館店,紅茶拿鐵,,鮮奶,無,,無,,有,70,紅茶,無,紅茶拿鐵
大茗本位製茶堂-台北公館店,翡翠拿鐵,,鮮奶,無,,無,,有,70,綠茶,無,翡翠拿鐵
大茗本位製茶堂-台北公館店,鐵觀音拿鐵,,鮮奶,無,,無,,有,70,鐵觀音,無,鐵觀音拿鐵
泰讚了 thai like tea 公館店,傳統泰式奶茶,,奶精,無,,無,,有,70,紅茶,無,傳統泰式奶茶
泰讚了 thai like tea 公館店,傳統泰式奶綠茶,,奶精,無,,無,,有,70,綠茶,無,傳統泰式奶綠茶
泰讚了 thai like tea 公館店,泰式鴛鴦奶茶,,奶精,無,,無,,有,70,紅茶,無,泰式鴛鴦奶茶
泰讚了 thai like tea 公館店,茶濃焉泰式奶茶,,奶精,無,,無,,有,70,紅茶,無,茶濃焉泰式奶茶
泰讚了 thai like tea 公館店,茶濃焉泰式奶綠茶,,奶精,無,,無,,有,70,綠茶,無,茶濃焉泰式奶綠茶
泰讚了 thai like tea 公館店,茶濃焉鴛鴦奶茶,,奶精,無,,無,,有,70,紅茶,無,茶濃焉鴛鴦奶茶
泰讚了 thai like tea 公館店,泰式紅茶拿鐵,,鮮奶,無,,無,,有,80,紅茶,無,泰式紅茶拿鐵
泰讚了 thai like tea 公館店,泰式綠茶拿鐵,,鮮奶,無,,無,,有,80,綠茶,無,泰式綠茶拿鐵
得正#台北公館計劃,奶茶,,奶精,無,,有,40,有,45,紅茶,無,奶茶
得正#台北公館計劃,焙烏龍奶茶,,奶精,無,,有,40,有,45,烏龍茶,無,焙烏龍奶茶
得正#台北公館計劃,珍珠奶茶,,奶精,無,,有,50,有,55,紅茶,有,珍珠奶茶
得正#台北公館計劃,黃金珍珠奶綠,,奶精,無,,有,55,有,60,綠茶,有,黃金珍珠奶綠
得正#台北公館計劃,烘吉奶綠,,奶精,無,,有,50,無,,綠茶,無,烘吉奶綠
得正#台北公館計劃,紅茶鮮奶,,鮮奶,無,,有,50,有,60,紅茶,無,紅茶鮮奶
得正#台北公館計劃,輕烏龍鮮奶,,鮮奶,無,,有,50,有,60,烏龍茶,無,輕烏龍鮮奶
得正#台北公館計劃,焙烏龍鮮奶,,鮮奶,無,,有,50,有,60,烏龍茶,無,焙烏龍鮮奶
得正#台北公館計劃,烘吉鮮奶,,鮮奶,無,,有,70,無,,紅茶,無,烘吉鮮奶
茶山小_TEASSENTIAL（和平總店）,白毫茉香奶綠,,奶精,無,,有,50,有,60,綠茶,無,白毫茉香奶綠
茶山小_TEASSENTIAL（和平總店）,正三韻奶茶,,奶精,無,,有,50,有,60,紅茶,無,正三韻奶茶
茶山小_TEASSENTIAL（和平總店）,四季春奶茶,,奶精,無,,有,50,有,60,烏龍茶,無,四季春奶茶
茶山小_TEASSENTIAL（和平總店）,金萱烏龍奶茶,,奶精,無,,有,50,有,60,烏龍茶,無,金萱烏龍奶茶
茶山小_TEASSENTIAL（和平總店）,玫瑰鐵觀音奶茶,,奶精,無,,有,55,有,65,鐵觀音,無,玫瑰鐵觀音奶茶
茶山小_TEASSENTIAL（和平總店）,蜂蜜燕麥奶綠,,奶精,無,,有,60,有,65,綠茶,有,蜂蜜燕麥奶綠
茶山小_TEASSENTIAL（和平總店）,黑糖薑母奶茶,,奶精,無,,有,50,有,55,紅茶,無,黑糖薑母奶茶
茶山小_TEASSENTIAL（和平總店）,正三韻珍珠奶茶,,奶精,無,,有,50,有,70,紅茶,有,正三韻珍珠奶茶
茶山小_TEASSENTIAL（和平總店）,白毫茉香拿鐵,,鮮奶,無,,有,60,有,65,茉莉花茶,無,白毫茉香拿鐵
茶山小_TEASSENTIAL（和平總店）,正三韻拿鐵,,鮮奶,無,,有,60,有,65,紅茶,無,正三韻拿鐵
茶山小_TEASSENTIAL（和平總店）,四季春拿鐵,,鮮奶,無,,有,60,有,65,四季春,無,四季春拿鐵
茶山小_TEASSENTIAL（和平總店）,金萱烏龍拿鐵,,鮮奶,無,,有,60,有,65,烏龍茶,無,金萱烏龍拿鐵
茶山小_TEASSENTIAL（和平總店）,玫瑰鐵觀音拿鐵,,鮮奶,無,,有,65,有,70,鐵觀音,無,玫瑰鐵觀音拿鐵
茶山小_TEASSENTIAL（和平總店）,黑糖薑母拿鐵,,鮮奶,無,,有,65,有,70,紅茶,無,黑糖薑母拿鐵
茶山小_TEASSENTIAL（和平總店）,閃爆布蕾紅茶拿鐵,,鮮奶,無,,無,,有,80,紅茶,有,閃爆布蕾紅茶拿鐵
十杯 Spade Tea - 公館店,經典牧奶茶,,鮮奶,無,,有,55,有,65,紅茶,無,經典牧奶茶
十杯 Spade Tea - 公館店,鐵觀音牧奶茶,,鮮奶,無,,有,60,有,70,鐵觀音,無,鐵觀音牧奶茶
十杯 Spade Tea - 公館店,桂花清牧奶茶,,鮮奶,無,,有,60,有,70,紅茶,無,桂花清牧奶茶
十杯 Spade Tea - 公館店,伯爵牧奶茶,,鮮奶,無,,有,65,有,75,紅茶,無,伯爵牧奶茶
十杯 Spade Tea - 公館店,茉香牧奶綠,,鮮奶,無,,有,55,有,65,綠茶,無,茉香牧奶綠
十杯 Spade Tea - 公館店,茉香凍鍋煮歐蕾,,鮮奶,無,,有,55,有,65,紅茶,有,茉香凍鍋煮歐蕾
十杯 Spade Tea - 公館店,茉香凍伯爵歐蕾,,鮮奶,無,,有,55,有,65,紅茶,有,茉香凍伯爵歐蕾
十杯 Spade Tea - 公館店,桂花凍貴妃歐蕾,,鮮奶,無,,有,50,有,60,紅茶,有,桂花凍貴妃歐蕾
十杯 Spade Tea - 公館店,鐵觀音凍雙茶歐蕾,,鮮奶,無,,有,50,有,60,紅茶,有,鐵觀音凍雙茶歐蕾
十杯 Spade Tea - 公館店,桂花凍綠奶歐蕾,,鮮奶,無,,有,50,有,60,綠茶,有,桂花凍綠奶歐蕾
十杯 Spade Tea - 公館店,珍珠奶茶,,奶精,無,,無,,有,40,紅茶,有,珍珠奶茶
十杯 Spade Tea - 公館店,蜂蜜觀音奶茶,,奶精,無,,無,,有,40,鐵觀音,無,蜂蜜觀音奶茶
十杯 Spade Tea - 公館店,十杯奶茶,,奶精,無,,無,,有,35,紅茶,無,十杯奶茶
十杯 Spade Tea - 公館店,黑糖奶茶,,奶精,無,,有,50,有,60,紅茶,無,黑糖奶茶
go ba ! 自然.湉 台北公館店,真 蜂蜜奶茶,,奶精,無,,無,,有,75,紅茶,無,真 蜂蜜奶茶
go ba ! 自然.湉 台北公館店,真 蜂蜜茶歐蕾,,鮮奶,無,,無,,有,85,紅茶,無,真 蜂蜜茶歐蕾
go ba ! 自然.湉 台北公館店,法式香頌茶歐蕾,,鮮奶,無,,無,,有,75,紅茶,無,法式香頌茶歐蕾
go ba ! 自然.湉 台北公館店,勁好飲鴛鴦凍奶茶,,奶精,無,,無,,有,70,紅茶,有,勁好飲鴛鴦凍奶茶
go ba ! 自然.湉 台北公館店,焦糖蜜語奶茶,,奶精,無,,無,,有,65,紅茶,無,焦糖蜜語奶茶
50嵐 復興店,奶茶,,奶精,無,,有,50,有,60,紅茶,無,
50嵐 復興店,奶綠,,奶精,無,,有,50,有,60,綠茶,無,
50嵐 復興店,紅茶瑪奇朵,,奶精,無,,有,50,有,60,紅茶,無,
50嵐 復興店,烏龍瑪奇朵,,奶精,無,,有,50,有,60,烏龍茶,無,
50嵐 復興店,四季奶青,,奶精,無,,有,50,有,60,烏龍茶,無,
50嵐 復興店,黃金烏龍奶茶,,奶精,無,,有,50,有,60,烏龍茶,無,
50嵐 復興店,紅茶拿鐵,,鮮奶,無,,有,60,有,75,紅茶,無,
50嵐 復興店,綠茶拿鐵,,鮮奶,無,,有,60,有,75,綠茶,無,
50嵐 復興店,黃金烏龍拿鐵,,鮮奶,無,,有,60,有,75,烏龍茶,無,
50嵐 復興店,阿華田拿鐵,,鮮奶,無,,有,60,有,75,其他,無,
50嵐 復興店,重焙烏龍拿鐵,,鮮奶,無,,有,60,有,75,烏龍茶,無,
MTB米堤銀行｜鮮乳．茶（大安總行）創始店,跨行匯款,,鮮奶,無,,無,,有,60,紅茶,無,
,茉莉綠茶鮮乳,,鮮奶,無,,無,,有,60,綠茶,有,
,重焙鐵觀音鮮乳,,鮮奶,無,,無,,有,60,鐵觀音,無,
,四季春鮮乳,,鮮奶,無,,無,,有,65,四季春,無,
,桂花烏龍鮮乳,,鮮奶,無,,無,,有,65,烏龍茶,無,
,三八波鮮乳茶,,鮮奶,無,,無,,有,75,紅茶,有,
,0609英國女王2.0,約克夏奶茶,鮮奶,無,,無,,有,75,紅茶,無,
,特濃奶茶,,奶精,無,,無,,有,,,,
,新台幣兩佰元,,奶精,無,,無,,有,,綠茶,,
,重焙鐵觀音奶茶,,奶精,無,,無,,有,,鐵觀音,,
,四季春奶茶,,奶精,無,,無,,有,,鐵觀音,,
,桂花烏龍奶茶,,奶精,無,,無,,有,,,,
,三八波奶茶,,奶精,無,,無,,有,,,,
,0609英國女王,約克夏奶茶,奶精,無,,無,,有,,,,
