所屬店家,飲料名稱,描述,奶類,小杯,小杯價格,中杯,中杯價格,大杯,大杯價格,茶類,配料,飲料名稱
喫茶趣ToGo 永康店,普洱奶茶,,奶精,無,,有,70,有,80,紅茶,無,普洱奶茶
喫茶趣ToGo 永康店,炟客奶茶,,奶精,無,,有,70,有,80,紅茶,無,炟客奶茶
喫茶趣ToGo 永康店,香芋奶綠,,奶精,無,,有,70,有,90,綠茶,有,香芋奶綠
喫茶趣ToGo 永康店,抹茶冰淇淋奶綠,,奶精,無,,有,90,無,,抹茶,有,抹茶冰淇淋奶綠
喫茶趣ToGo 永康店,抹茶奶綠,,奶精,無,,有,60,無,,抹茶,無,抹茶奶綠
喫茶趣ToGo 永康店,珍珠鮮奶茶,,鮮奶,無,,有,70,有,90,紅茶,有,珍珠鮮奶茶
喫茶趣ToGo 永康店,珍珠鮮奶綠,,鮮奶,無,,有,70,有,90,綠茶,有,珍珠鮮奶綠
喫茶趣ToGo 永康店,鮮奶茶,,鮮奶,無,,有,70,有,90,紅茶,無,鮮奶茶
喫茶趣ToGo 永康店,鮮奶綠,,鮮奶,無,,有,70,有,90,綠茶,無,鮮奶綠
喫茶趣ToGo 永康店,黑鑽鮮奶茶,,鮮奶,無,,有,75,有,95,紅茶,無,黑鑽鮮奶茶
喫茶趣ToGo 永康店,四季烏龍鮮奶茶,,鮮奶,無,,有,80,有,100,烏龍茶,無,四季烏龍鮮奶茶
喫茶趣ToGo 永康店,913鮮奶茶,,鮮奶,無,,有,90,有,110,紅茶,無,913鮮奶茶
喫茶趣ToGo 永康店,香芋鮮奶綠,,鮮奶,無,,有,90,有,110,綠茶,有,香芋鮮奶綠
喫茶趣ToGo 永康店,普洱拿鐵,,鮮奶,無,,有,90,有,110,紅茶,無,普洱拿鐵
喫茶趣ToGo 永康店,炟客拿鐵,,鮮奶,無,,有,90,有,110,紅茶,無,炟客拿鐵
九品川（今天營業到17：20）假日就是要喝九品川壓,珍珠鮮奶茶,,鮮奶,無,,有,49,有,60,紅茶,有,珍珠鮮奶茶
九品川（今天營業到17：20）假日就是要喝九品川壓,紅玉鮮奶茶,,鮮奶,無,,有,49,有,60,紅茶,無,紅玉鮮奶茶
九品川（今天營業到17：20）假日就是要喝九品川壓,伯爵鮮奶茶,,鮮奶,無,,有,49,有,60,紅茶,無,伯爵鮮奶茶
九品川（今天營業到17：20）假日就是要喝九品川壓,烏龍鮮奶茶,,鮮奶,無,,有,49,有,60,烏龍茶,無,烏龍鮮奶茶
九品川（今天營業到17：20）假日就是要喝九品川壓,黃金鮮奶綠,,鮮奶,無,,有,49,有,60,紅茶,無,黃金鮮奶綠
九品川（今天營業到17：20）假日就是要喝九品川壓,紅糖鮮奶茶,,鮮奶,無,,有,49,有,60,紅茶,無,紅糖鮮奶茶
九品川（今天營業到17：20）假日就是要喝九品川壓,焦糖鮮奶茶,,鮮奶,無,,有,49,有,60,紅茶,無,焦糖鮮奶茶
九品川（今天營業到17：20）假日就是要喝九品川壓,阿薩姆鮮奶茶,,鮮奶,無,,有,49,有,60,紅茶,無,阿薩姆鮮奶茶
九品川（今天營業到17：20）假日就是要喝九品川壓,梨山青鮮奶茶,,鮮奶,無,,有,49,有,60,紅茶,無,梨山青鮮奶茶
九品川（今天營業到17：20）假日就是要喝九品川壓,芭樂芯葉鮮奶茶,,鮮奶,無,,有,49,有,60,紅茶,無,芭樂芯葉鮮奶茶
九品川（今天營業到17：20）假日就是要喝九品川壓,台東紅烏龍鮮奶茶,,鮮奶,無,,有,59,有,70,烏龍茶,無,台東紅烏龍鮮奶茶
九品川（今天營業到17：20）假日就是要喝九品川壓,芋頭鮮奶茶,,鮮奶,無,,有,59,有,70,紅茶,有,芋頭鮮奶茶
九品川（今天營業到17：20）假日就是要喝九品川壓,柚花青鮮奶茶,,鮮奶,無,,有,59,有,70,青茶,無,柚花青鮮奶茶
九品川（今天營業到17：20）假日就是要喝九品川壓,蜂蜜鮮奶茶,,鮮奶,無,,有,65,有,80,紅茶,無,蜂蜜鮮奶茶
九品川（今天營業到17：20）假日就是要喝九品川壓,蜂蜜鮮奶綠,,鮮奶,無,,有,65,有,80,綠茶,無,蜂蜜鮮奶綠
九品川（今天營業到17：20）假日就是要喝九品川壓,蜂蜜梨山青鮮奶茶,,鮮奶,無,,有,65,有,80,紅茶,無,蜂蜜梨山青鮮奶茶
北投紅茶,太后奶茶,,鮮奶,無,,有,45,有,60,紅茶,無,太后奶茶
北投紅茶,黑糖粉圓鮮奶茶,,鮮奶,無,,有,55,有,70,紅茶,有,黑糖粉圓鮮奶茶
MUGU牧谷,錫蘭奶茶,,奶精,無,,有,35,有,45,紅茶,無,錫蘭奶茶
MUGU牧谷,伯爵奶茶,,奶精,無,,有,35,有,45,紅茶,無,伯爵奶茶
MUGU牧谷,茉香奶綠,,奶精,無,,有,35,有,45,綠茶,無,茉香奶綠
MUGU牧谷,烏龍奶茶,,奶精,無,,有,35,有,45,烏龍茶,無,烏龍奶茶
MUGU牧谷,四季奶茶,,奶精,無,,有,35,有,45,四季春,無,四季奶茶
MUGU牧谷,珍珠奶茶,,奶精,無,,有,40,有,50,紅茶,有,珍珠奶茶
MUGU牧谷,珍珠奶綠,,奶精,無,,有,40,有,50,綠茶,有,珍珠奶綠
MUGU牧谷,椰果奶茶,,奶精,無,,有,40,有,50,紅茶,有,椰果奶茶
MUGU牧谷,仙草凍奶茶,,奶精,無,,有,40,有,50,紅茶,有,仙草凍奶茶
MUGU牧谷,薄荷奶茶,,奶精,無,,有,45,有,55,紅茶,無,薄荷奶茶
MUGU牧谷,薄荷奶綠,,奶精,無,,有,45,有,55,綠茶,無,薄荷奶綠
MUGU牧谷,蜂蜜奶茶,,奶精,無,,有,45,有,55,紅茶,無,蜂蜜奶茶
MUGU牧谷,紅豆奶茶,,奶精,無,,有,45,有,55,紅茶,有,紅豆奶茶
MUGU牧谷,冰淇淋奶茶,,奶精,無,,有,55,有,65,紅茶,有,冰淇淋奶茶
MUGU牧谷,焦糖布丁奶茶,,奶精,無,,有,50,有,60,紅茶,有,焦糖布丁奶茶
MUGU牧谷,日本四葉鮮奶茶,,鮮奶,無,,有,75,有,85,紅茶,無,日本四葉鮮奶茶
MUGU牧谷,主恩鮮奶茶,,鮮奶,無,,有,50,有,60,紅茶,無,主恩鮮奶茶
MUGU牧谷,初鹿鮮奶茶,,鮮奶,無,,有,50,有,60,紅茶,無,初鹿鮮奶茶
MUGU牧谷,鮮乳坊鮮奶茶,,鮮奶,無,,有,50,有,60,紅茶,無,鮮乳坊鮮奶茶
MUGU牧谷,禾香鮮奶茶,,鮮奶,無,,有,50,有,60,紅茶,無,禾香鮮奶茶
MUGU牧谷,雪凝鮮奶茶,,鮮奶,無,,有,65,有,75,紅茶,無,雪凝鮮奶茶
MUGU牧谷,鮮奶伯爵,,鮮奶,無,,有,50,有,60,紅茶,無,鮮奶伯爵
MUGU牧谷,鮮奶綠,,鮮奶,無,,有,50,有,60,綠茶,無,鮮奶綠
MUGU牧谷,鮮奶烏龍,,鮮奶,無,,有,50,有,60,烏龍茶,無,鮮奶烏龍
MUGU牧谷,鮮奶青,,鮮奶,無,,有,50,有,60,青茶,無,鮮奶青
MUGU牧谷,薄荷鮮奶茶,,鮮奶,無,,有,65,有,75,紅茶,無,薄荷鮮奶茶
一沐日 台北永康店,糯香奶茶,,奶精,無,,無,,有,55,紅茶,無,糯香奶茶
一沐日 台北永康店,粉粿黑糖奶茶,,奶精,無,,無,,有,65,紅茶,有,粉粿黑糖奶茶
一沐日 台北永康店,黃金蕎麥奶茶,,奶精,無,,無,,有,50,麥茶,無,黃金蕎麥奶茶
一沐日 台北永康店,逮丸奶茶,,奶精,無,,無,,有,70,紅茶,有,逮丸奶茶
一沐日 台北永康店,極黑芝麻奶茶,,奶精,無,,無,,有,65,紅茶,,極黑芝麻奶茶
一沐日 台北永康店,島韻紅奶茶,,奶精,無,,無,,有,55,紅茶,無,島韻紅奶茶
一沐日 台北永康店,糯香鮮奶茶,,鮮奶,無,,無,,有,75,紅茶,無,糯香鮮奶茶
一沐日 台北永康店,蕎麥鮮奶茶,,鮮奶,無,,無,,有,70,麥茶,無,蕎麥鮮奶茶
一沐日 台北永康店,烏龍鮮奶茶,,鮮奶,無,,無,,有,70,烏龍茶,無,烏龍鮮奶茶
一沐日 台北永康店,島韻鮮奶茶,,鮮奶,無,,無,,有,75,紅茶,無,島韻鮮奶茶
一沐日 台北永康店,極黑芝麻鮮奶茶,,鮮奶,無,,無,,有,80,紅茶,,極黑芝麻鮮奶茶
50嵐 同安店,奶茶,,奶精,無,,有,50,有,60,紅茶,無,奶茶
50嵐 同安店,奶綠,,奶精,無,,有,50,有,60,綠茶,無,奶綠
50嵐 同安店,紅茶瑪奇朵,,奶精,無,,有,50,有,60,紅茶,無,紅茶瑪奇朵
50嵐 同安店,烏龍瑪奇朵,,奶精,無,,有,50,有,60,烏龍茶,無,烏龍瑪奇朵
50嵐 同安店,四季奶青,,奶精,無,,有,50,有,60,四季春,無,四季奶青
50嵐 同安店,黃金烏龍奶茶,,奶精,無,,有,50,有,60,烏龍茶,無,黃金烏龍奶茶
50嵐 同安店,紅茶拿鐵,,鮮奶,無,,有,60,有,75,紅茶,無,紅茶拿鐵
50嵐 同安店,綠茶拿鐵,,鮮奶,無,,有,60,有,75,綠茶,無,綠茶拿鐵
50嵐 同安店,黃金烏龍拿鐵,,鮮奶,無,,有,60,有,75,烏龍茶,無,黃金烏龍拿鐵
50嵐 同安店,重焙烏龍拿鐵,,鮮奶,無,,有,60,有,75,烏龍茶,無,重焙烏龍拿鐵
TERRY OOLONG ROASTER,紅玉拿鐵,,鮮奶,無,,有,140,無,,紅茶,無,紅玉拿鐵
TERRY OOLONG ROASTER,黑烏龍拿鐵,,鮮奶,無,,有,130,無,,烏龍茶,無,黑烏龍拿鐵
TERRY OOLONG ROASTER,東美蜜拿鐵,,鮮奶,無,,有,150,無,,,無,東美蜜拿鐵
TERRY OOLONG ROASTER,翠烏龍拿鐵,,鮮奶,無,,有,140,無,,烏龍茶,無,翠烏龍拿鐵
TERRY OOLONG ROASTER,黑烏龍燕麥拿鐵,,鮮奶,無,,有,150,無,,烏龍茶,無,黑烏龍燕麥拿鐵
TERRY OOLONG ROASTER,嵐烏龍燕麥拿鐵,,鮮奶,無,,有,170,無,,烏龍茶,無,嵐烏龍燕麥拿鐵
TERRY OOLONG ROASTER,摩卡黑烏龍,,鮮奶,無,,有,140,無,,烏龍茶,無,摩卡黑烏龍
TERRY OOLONG ROASTER,維也納黑烏龍,,鮮奶,無,,有,120,無,,烏龍茶,無,維也納黑烏龍
清心福全金山南店-珍珠奶茶手搖飲料專賣店,茶凍奶綠,,奶精,無,,無,,有,60,綠茶,有,茶凍奶綠
清心福全金山南店-珍珠奶茶手搖飲料專賣店,珍珠奶茶,,奶精,無,,有,50,有,60,紅茶,有,珍珠奶茶
清心福全金山南店-珍珠奶茶手搖飲料專賣店,粉圓奶茶,,奶精,無,,有,50,有,60,紅茶,有,粉圓奶茶
清心福全金山南店-珍珠奶茶手搖飲料專賣店,錫蘭奶紅,,奶精,無,,有,50,有,60,紅茶,無,錫蘭奶紅
清心福全金山南店-珍珠奶茶手搖飲料專賣店,烏龍奶茶,,奶精,無,,有,50,有,60,烏龍茶,無,烏龍奶茶
清心福全金山南店-珍珠奶茶手搖飲料專賣店,特級奶綠,,奶精,無,,有,50,有,60,綠茶,無,特級奶綠
清心福全金山南店-珍珠奶茶手搖飲料專賣店,仙草凍奶茶,,奶精,無,,有,50,有,60,紅茶,有,仙草凍奶茶
清心福全金山南店-珍珠奶茶手搖飲料專賣店,椰果奶茶,,奶精,無,,有,50,有,60,紅茶,有,椰果奶茶
清心福全金山南店-珍珠奶茶手搖飲料專賣店,布丁奶茶,,奶精,無,,有,50,有,60,紅茶,有,布丁奶茶
清心福全金山南店-珍珠奶茶手搖飲料專賣店,咖啡凍奶茶,,奶精,無,,有,50,有,60,紅茶,有,咖啡凍奶茶
清心福全金山南店-珍珠奶茶手搖飲料專賣店,蜂蜜奶茶,,奶精,無,,有,50,有,65,紅茶,無,蜂蜜奶茶
清心福全金山南店-珍珠奶茶手搖飲料專賣店,芝麻奶茶,,奶精,無,,無,,有,70,紅茶,無,芝麻奶茶
清心福全金山南店-珍珠奶茶手搖飲料專賣店,琥珀黑糖奶茶,,奶精,無,,有,50,有,60,紅茶,無,琥珀黑糖奶茶
清心福全金山南店-珍珠奶茶手搖飲料專賣店,咖啡奶茶,,奶精,無,,有,50,有,65,紅茶,無,咖啡奶茶
清心福全金山南店-珍珠奶茶手搖飲料專賣店,冰淇淋奶茶,,奶精,無,,有,50,有,60,紅茶,有,冰淇淋奶茶
清心福全金山南店-珍珠奶茶手搖飲料專賣店,粉戀莓莓,,鮮奶,無,,無,,有,85,其他,有,粉戀莓莓
清心福全金山南店-珍珠奶茶手搖飲料專賣店,茉綠茶凍拿鐵,,鮮奶,無,,無,,有,70,綠茶,有,茉綠茶凍拿鐵
清心福全金山南店-珍珠奶茶手搖飲料專賣店,雙凍拿鐵,,鮮奶,無,,無,,有,75,紅茶,有,雙凍拿鐵
清心福全金山南店-珍珠奶茶手搖飲料專賣店,鮮奶茶,,鮮奶,無,,有,55,有,70,紅茶,無,鮮奶茶
清心福全金山南店-珍珠奶茶手搖飲料專賣店,珍珠鮮奶茶,,鮮奶,無,,有,55,有,70,紅茶,有,珍珠鮮奶茶
清心福全金山南店-珍珠奶茶手搖飲料專賣店,粉圓鮮奶茶,,鮮奶,無,,有,55,有,70,紅茶,有,粉圓鮮奶茶
清心福全金山南店-珍珠奶茶手搖飲料專賣店,珍珠蜂蜜鮮奶普洱,,鮮奶,無,,有,55,有,75,普洱茶,有,珍珠蜂蜜鮮奶普洱
清心福全金山南店-珍珠奶茶手搖飲料專賣店,珍珠芝麻拿鐵,,鮮奶,無,,無,,有,75,紅茶,有,珍珠芝麻拿鐵
清心福全金山南店-珍珠奶茶手搖飲料專賣店,甘蔗鮮奶,,鮮奶,無,,有,85,無,,紅茶,無,甘蔗鮮奶
清心福全金山南店-珍珠奶茶手搖飲料專賣店,珍珠琥珀黑糖鮮奶,,鮮奶,無,,有,65,有,75,紅茶,有,珍珠琥珀黑糖鮮奶
沐慕茶飲,紅烏龍奶茶,,奶精,無,,有,50,有,55,烏龍茶,無,紅烏龍奶茶
沐慕茶飲,紅烏龍鮮奶茶,,鮮奶,無,,有,55,有,60,烏龍茶,無,紅烏龍鮮奶茶
沐慕茶飲,沐式奶茶,,奶精,無,,有,50,有,55,紅茶,無,沐式奶茶
沐慕茶飲,沐式珍珠奶茶,,奶精,無,,有,50,有,55,紅茶,有,沐式珍珠奶茶
沐慕茶飲,可可麥安ㄋㄟ,,奶精,無,,無,,有,65,其他,無,可可麥安ㄋㄟ
沐慕茶飲,沐式鮮奶茶,,鮮奶,無,,有,55,有,60,紅茶,無,沐式鮮奶茶
沐慕茶飲,格雷鮮奶茶,,鮮奶,無,,有,55,有,60,紅茶,無,格雷鮮奶茶
沐慕茶飲,茉莉鮮奶茶,,鮮奶,無,,有,55,有,60,綠茶,無,茉莉鮮奶茶
沐慕茶飲,統一布丁鮮奶茶,,鮮奶,無,,無,,有,75,紅茶,有,統一布丁鮮奶茶
沐慕茶飲,紫米芋頭鮮奶,,鮮奶,無,,有,65,有,75,其他,有,紫米芋頭鮮奶
沐慕茶飲,燕麥鮮奶綠,,鮮奶,無,,有,60,有,70,綠茶,無,燕麥鮮奶綠
季緣 CHI YUAN | 師大店 | Premium Taiwanese Tea,魚池阿薩姆奶茶,,奶精,無,,有,60,有,70,紅茶,無,魚池阿薩姆奶茶
季緣 CHI YUAN | 師大店 | Premium Taiwanese Tea,貴妃烏龍奶茶,,奶精,無,,有,70,有,85,烏龍茶,無,貴妃烏龍奶茶
季緣 CHI YUAN | 師大店 | Premium Taiwanese Tea,潭韻紅玉奶茶,,奶精,無,,有,60,有,70,紅茶,無,潭韻紅玉奶茶
季緣 CHI YUAN | 師大店 | Premium Taiwanese Tea,東方美人奶茶,,奶精,無,,有,60,有,70,紅茶,無,東方美人奶茶
季緣 CHI YUAN | 師大店 | Premium Taiwanese Tea,暮嵐茉莉奶茶,,奶精,無,,有,50,有,65,綠茶,無,暮嵐茉莉奶茶
季緣 CHI YUAN | 師大店 | Premium Taiwanese Tea,雲嶺金萱奶茶,,奶精,無,,有,60,有,75,紅茶,無,雲嶺金萱奶茶
季緣 CHI YUAN | 師大店 | Premium Taiwanese Tea,魚池阿薩姆鮮奶,,鮮奶,無,,有,60,有,70,紅茶,無,魚池阿薩姆鮮奶
季緣 CHI YUAN | 師大店 | Premium Taiwanese Tea,貴妃烏龍鮮奶,,鮮奶,無,,有,70,有,85,烏龍茶,無,貴妃烏龍鮮奶
季緣 CHI YUAN | 師大店 | Premium Taiwanese Tea,潭韻紅玉鮮奶,,鮮奶,無,,有,60,有,70,紅茶,無,潭韻紅玉鮮奶
季緣 CHI YUAN | 師大店 | Premium Taiwanese Tea,東方美人鮮奶,,鮮奶,無,,有,60,有,75,紅茶,無,東方美人鮮奶
季緣 CHI YUAN | 師大店 | Premium Taiwanese Tea,暮嵐茉莉鮮奶,,鮮奶,無,,有,50,有,65,綠茶,無,暮嵐茉莉鮮奶
季緣 CHI YUAN | 師大店 | Premium Taiwanese Tea,雲嶺金萱鮮奶,,鮮奶,無,,有,60,有,75,紅茶,無,雲嶺金萱鮮奶
康青龍 東門永康店,茉莉奶綠芋圓,,奶精,無,,無,,有,65,綠茶,有,茉莉奶綠芋圓
康青龍 東門永康店,黑白珍珠奶茶,,奶精,無,,無,,有,60,紅茶,有,黑白珍珠奶茶
康青龍 東門永康店,金萱奶茶,,奶精,無,,無,,有,50,紅茶,無,金萱奶茶
康青龍 東門永康店,碧玉茉莉奶綠,,奶精,無,,無,,有,50,綠茶,無,碧玉茉莉奶綠
康青龍 東門永康店,鐵觀音奶茶,,奶精,無,,無,,有,50,鐵觀音,無,鐵觀音奶茶
康青龍 東門永康店,伯爵奶茶,,奶精,無,,無,,有,50,紅茶,無,伯爵奶茶
康青龍 東門永康店,大吉嶺奶茶,,奶精,無,,無,,有,50,紅茶,無,大吉嶺奶茶
康青龍 東門永康店,芋圓茉莉鮮奶綠,,鮮奶,無,,有,65,有,75,綠茶,有,芋圓茉莉鮮奶綠
康青龍 東門永康店,珍珠鮮奶茶,,鮮奶,無,,有,65,有,75,紅茶,有,珍珠鮮奶茶
康青龍 東門永康店,茉莉鮮奶綠,,鮮奶,無,,有,55,有,65,綠茶,無,茉莉鮮奶綠
康青龍 東門永康店,鐵觀音鮮奶茶,,鮮奶,無,,有,55,有,65,鐵觀音,無,鐵觀音鮮奶茶
康青龍 東門永康店,伯爵鮮奶茶,,鮮奶,無,,有,55,有,65,紅茶,無,伯爵鮮奶茶
康青龍 東門永康店,大吉嶺鮮奶茶,,鮮奶,無,,有,55,有,65,紅茶,無,大吉嶺鮮奶茶
SOMA特調飲品 永康旗艦店,法國白蘭地茶歐雷,,鮮奶,無,,無,,有,150,紅茶,無,法國白蘭地茶歐雷
SOMA特調飲品 永康旗艦店,愛爾蘭茶歐雷,,鮮奶,無,,無,,有,130,紅茶,無,愛爾蘭茶歐雷
SOMA特調飲品 永康旗艦店,義式鴛鴦,,鮮奶,無,,無,,有,100,紅茶,無,義式鴛鴦
SOMA特調飲品 永康旗艦店,觀日高山菁茶歐雷,,鮮奶,無,,無,,有,75,青茶,無,觀日高山菁茶歐雷
SOMA特調飲品 永康旗艦店,天然黑芝麻茶歐雷,,鮮奶,無,,無,,有,75,紅茶,無,天然黑芝麻茶歐雷
SOMA特調飲品 永康旗艦店,北杏仁茶歐雷,,鮮奶,無,,無,,有,75,紅茶,無,北杏仁茶歐雷
SOMA特調飲品 永康旗艦店,非洲可可茶歐雷,,鮮奶,無,,無,,有,75,紅茶,無,非洲可可茶歐雷
SOMA特調飲品 永康旗艦店,SOMA 原味茶歐雷,,鮮奶,無,,無,,有,65,紅茶,無,SOMA 原味茶歐雷
SOMA特調飲品 永康旗艦店,翡翠精粹茶歐雷,,鮮奶,無,,無,,有,110,,,翡翠精粹茶歐雷
SOMA特調飲品 永康旗艦店,義式精粹茶歐雷,,鮮奶,無,,無,,有,130,紅茶,,義式精粹茶歐雷
SOMA特調飲品 永康旗艦店,SOMA 精粹茶歐雷,,鮮奶,無,,無,,有,100,紅茶,,SOMA 精粹茶歐雷
SOMA特調飲品 永康旗艦店,京都抹茶精粹歐雷,,鮮奶,無,,無,,有,130,抹茶,,京都抹茶精粹歐雷
SOMA特調飲品 永康旗艦店,京都焙茶精粹歐雷,,鮮奶,無,,無,,有,100,,,京都焙茶精粹歐雷
谷庄茶奶(普洱茶飲）,普洱鮮奶茶,,鮮奶,無,,有,65,有,70,普洱茶,無,普洱鮮奶茶
谷庄茶奶(普洱茶飲）,波霸珍珠茶奶,,鮮奶,無,,有,65,有,70,紅茶,有,波霸珍珠茶奶
谷庄茶奶(普洱茶飲）,茶奶三姊妹,,鮮奶,無,,有,70,有,70,紅茶,有,茶奶三姊妹
谷庄茶奶(普洱茶飲）,布丁茶奶,,鮮奶,無,,有,65,有,75,紅茶,有,布丁茶奶
谷庄茶奶(普洱茶飲）,西谷米茶奶,,鮮奶,無,,有,65,有,70,紅茶,有,西谷米茶奶
谷庄茶奶(普洱茶飲）,芋頭茶奶,,鮮奶,無,,有,65,有,70,紅茶,有,芋頭茶奶
谷庄茶奶(普洱茶飲）,紅豆茶奶,,鮮奶,無,,有,65,有,70,紅茶,有,紅豆茶奶
谷庄茶奶(普洱茶飲）,夢幻黃金茶奶,珍珠+仙草+鳳梨,鮮奶,無,,有,70,有,75,紅茶,有,夢幻黃金茶奶
谷庄茶奶(普洱茶飲）,燕麥茶奶,,鮮奶,無,,有,65,有,70,麥茶,,燕麥茶奶
谷庄茶奶(普洱茶飲）,米麩茶奶,,鮮奶,無,,有,65,有,70,其他,,米麩茶奶
谷庄茶奶(普洱茶飲）,仙草凍茶奶,,鮮奶,無,,有,65,有,70,紅茶,有,仙草凍茶奶
谷庄茶奶(普洱茶飲）,玄米抹茶茶奶,,鮮奶,無,,有,70,有,75,抹茶,無,玄米抹茶茶奶
谷庄茶奶(普洱茶飲）,茶凍茶奶,,鮮奶,無,,有,65,有,70,紅茶,有,茶凍茶奶
谷庄茶奶(普洱茶飲）,芝麻茶奶,,鮮奶,無,,有,65,有,70,紅茶,有,芝麻茶奶
蓋斯茶古亭站,經典奶茶,,奶精,無,,無,,有,45,紅茶,無,經典奶茶
蓋斯茶古亭站,茉香奶綠,,奶精,無,,無,,有,45,綠茶,無,茉香奶綠
蓋斯茶古亭站,鐵觀音奶茶,,奶精,無,,無,,有,50,鐵觀音,無,鐵觀音奶茶
蓋斯茶古亭站,黃金蕎麥奶茶,,奶精,無,,無,,有,50,麥茶,無,黃金蕎麥奶茶
蓋斯茶古亭站,經典珍珠奶茶,,奶精,無,,無,,有,50,紅茶,有,經典珍珠奶茶
蓋斯茶古亭站,鐵觀音珍珠奶茶,,奶精,無,,無,,有,55,鐵觀音,有,鐵觀音珍珠奶茶
蓋斯茶古亭站,烏龍奶茶,,奶精,無,,無,,有,50,烏龍茶,無,烏龍奶茶
蓋斯茶古亭站,蜂蜜奶茶,,奶精,無,,無,,有,60,紅茶,無,蜂蜜奶茶
蓋斯茶古亭站,紅茶鮮奶茶,,鮮奶,無,,無,,有,60,紅茶,無,紅茶鮮奶茶
蓋斯茶古亭站,鐵觀音鮮奶茶,,鮮奶,無,,無,,有,65,紅茶,無,鐵觀音鮮奶茶
玖仰Jiuyang-永康門市,高調鮮奶茶,,鮮奶,無,,有,60,有,75,紅茶,無,高調鮮奶茶
玖仰Jiuyang-永康門市,老靈魂鮮奶茶,,鮮奶,無,,有,65,有,80,紅茶,無,老靈魂鮮奶茶
玖仰Jiuyang-永康門市,濃醒鮮奶茶,,鮮奶,無,,有,70,有,85,紅茶,無,濃醒鮮奶茶
玖仰Jiuyang-永康門市,飄仙鮮奶茶,,鮮奶,無,,有,65,有,80,紅茶,無,飄仙鮮奶茶
玖仰Jiuyang-永康門市,桂韻鮮奶茶,,鮮奶,無,,有,65,有,80,紅茶,無,桂韻鮮奶茶
玖仰Jiuyang-永康門市,深黑鮮奶茶,,鮮奶,無,,有,65,有,80,紅茶,無,深黑鮮奶茶
玖仰Jiuyang-永康門市,濃口焦糖布丁珍珠鮮奶茶,,鮮奶,無,,有,80,有,90,紅茶,有,濃口焦糖布丁珍珠鮮奶茶
玖仰Jiuyang-永康門市,芋泥鮮奶茶,,鮮奶,無,,有,65,有,80,紅茶,有,芋泥鮮奶茶
冇月冇日 冰萃茶茶飲專賣店,錫蘭奶茶,,奶精,無,,有,30,有,40,紅茶,無,錫蘭奶茶
冇月冇日 冰萃茶茶飲專賣店,金萱奶茶,,奶精,無,,有,30,有,40,紅茶,無,金萱奶茶
冇月冇日 冰萃茶茶飲專賣店,酒香奶茶,,奶精,無,,有,30,有,40,紅茶,無,酒香奶茶
冇月冇日 冰萃茶茶飲專賣店,胚芽奶茶,,奶精,無,,有,30,有,40,紅茶,無,胚芽奶茶
冇月冇日 冰萃茶茶飲專賣店,茉香奶綠,,奶精,無,,有,30,有,40,綠茶,無,茉香奶綠
冇月冇日 冰萃茶茶飲專賣店,鮮奶茶,,鮮奶,無,,無,,有,50,紅茶,無,鮮奶茶
50嵐 永康店,奶茶,,奶精,無,,有,50,有,60,紅茶,無,奶茶
50嵐 永康店,奶綠,,奶精,無,,有,50,有,60,綠茶,無,奶綠
50嵐 永康店,紅茶瑪奇朵,,奶精,無,,有,50,有,60,紅茶,無,紅茶瑪奇朵
50嵐 永康店,烏龍瑪奇朵,,奶精,無,,有,50,有,60,烏龍茶,無,烏龍瑪奇朵
50嵐 永康店,四季奶青,,奶精,無,,有,50,有,60,四季春,無,四季奶青
50嵐 永康店,黃金烏龍奶茶,,奶精,無,,有,50,有,60,烏龍茶,無,黃金烏龍奶茶
50嵐 永康店,紅茶拿鐵,,鮮奶,無,,有,60,有,75,紅茶,無,紅茶拿鐵
50嵐 永康店,綠茶拿鐵,,鮮奶,無,,有,60,有,75,綠茶,無,綠茶拿鐵
50嵐 永康店,黃金烏龍拿鐵,,鮮奶,無,,有,60,有,75,烏龍茶,無,黃金烏龍拿鐵
50嵐 永康店,阿華田拿鐵,,鮮奶,無,,有,60,有,75,其他,無,阿華田拿鐵
50嵐 永康店,重焙烏龍拿鐵,,鮮奶,無,,有,60,有,75,烏龍茶,無,重焙烏龍拿鐵
日日裝茶 - 中正南門店(線上訂購95折）,虎糖布丁醇奶茶,,奶精,無,,無,,有,70,紅茶,有,虎糖布丁醇奶茶
日日裝茶 - 中正南門店(線上訂購95折）,虎糖珍珠醇奶茶,,奶精,無,,無,,有,60,紅茶,有,虎糖珍珠醇奶茶
日日裝茶 - 中正南門店(線上訂購95折）,虎糖雙Q醇奶茶,,奶精,無,,無,,有,60,紅茶,有,虎糖雙Q醇奶茶
日日裝茶 - 中正南門店(線上訂購95折）,虎糖醇奶茶,,奶精,無,,無,,有,60,紅茶,無,虎糖醇奶茶
日日裝茶 - 中正南門店(線上訂購95折）,虎糖泰式厚奶茶,,奶精,無,,無,,有,70,紅茶,無,虎糖泰式厚奶茶
日日裝茶 - 中正南門店(線上訂購95折）,虎糖粉粿奶茶,,奶精,無,,無,,有,55,紅茶,有,虎糖粉粿奶茶
日日裝茶 - 中正南門店(線上訂購95折）,香醇奶茶,,奶精,無,,無,,有,55,紅茶,無,香醇奶茶
日日裝茶 - 中正南門店(線上訂購95折）,霸王烏龍醇奶茶,,奶精,無,,無,,有,60,烏龍茶,無,霸王烏龍醇奶茶
